resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_dram_accesses,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_mac_pj,energy_sram_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,7,128,1024,50.0,os,run_8b659f386dff,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,5050000.0,2858450.0,40140800,42912000.0,248986700.0,0.0510672002668,0.78125,0.1263407590759075,0.018432,8028160.0,214560000.0,24898670000.0,25121258160.0,25.12125816
720p,1280,720,128,128,7,128,1024,50.0,os,run_8b659f386dff,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,1863400.0,0.0,14745600,10764800.0,9073400.0,0.0534711701274396,1.5625,0.0534695817490493,0.018432,2949120.0,53824000.0,907340000.0,964113120.0,0.96411312
1080p,1920,1080,128,128,7,128,1024,50.0,os,run_8b659f386dff,059318389700,2d49c7c2f332,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,12120000.0,6860280.0,96337920,102988800.0,597568080.0,0.0510672002668,0.78125,0.1263407590759075,0.041472,19267584.0,514944000.0,59756808000.0,60291019584.0,60.291019584
1080p,1920,1080,128,128,7,128,1024,50.0,os,run_8b659f386dff,059318389700,2d49c7c2f332,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,4472160.0,0.0,35389440,25835520.0,21776160.0,0.0534711701274396,1.5625,0.0534695817490493,0.041472,7077888.0,129177600.0,2177616000.0,2313871488.0,2.313871488
hires,2048,2048,128,128,7,128,1024,50.0,os,run_8b659f386dff,3323a6925aae,2d49c7c2f332,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,25856000.0,14635264.0,205520896,219709440.0,1274811904.0,0.0510672002668,0.78125,0.1263407590759075,0.08388608,41104179.2,1098547200.0,127481190400.0,128620841779.2,128.6208417792
hires,2048,2048,128,128,7,128,1024,50.0,os,run_8b659f386dff,3323a6925aae,2d49c7c2f332,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,9540608.0,0.0,75497472,55115776.0,46455808.0,0.0534711701274396,1.5625,0.0534695817490493,0.08388608,15099494.4,275578880.0,4645580800.0,4936259174.4,4.9362591744
720p,1280,720,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,5829750.0,0.0,40140800,45877650.0,52994400.0,10.922928222498934,10.9375,10.918174617681109,0.9648,8028160.0,229388250.0,5299440000.0,5536856410.0,5.53685641
720p,1280,720,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,1715950.0,0.0,14745600,10650500.0,15096800.0,14.044070586083937,14.0625,14.037653079875708,0.9648,2949120.0,53252500.0,1509680000.0,1565881620.0,1.56588162
1080p,1920,1080,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,e57267e5973e,1cdb05ced514,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,13991400.0,0.0,96337920,110106360.0,127186560.0,10.922928222498934,10.9375,10.918174617681109,2.1708000000000003,19267584.0,550531800.0,12718656000.0,13288455384.0,13.288455384
1080p,1920,1080,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,e57267e5973e,1cdb05ced514,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,4118280.0,0.0,35389440,25561200.0,36232320.0,14.044070586083937,14.0625,14.037653079875708,2.1708000000000003,7077888.0,127806000.0,3623232000.0,3758115888.0,3.758115888
hires,2048,2048,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,ae204cdb1fbd,1cdb05ced514,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,29848320.0,0.0,205520896,234893568.0,271331328.0,10.922928222498934,10.9375,10.918174617681109,4.390912,41104179.2,1174467840.0,27133132800.0,28348704819.2,28.3487048192
hires,2048,2048,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,ae204cdb1fbd,1cdb05ced514,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,8785664.0,0.0,75497472,54530560.0,77295616.0,14.044070586083937,14.0625,14.037653079875708,4.390912,15099494.4,272652800.0,7729561600.0,8017313894.4,8.017313894399999
720p,1280,720,128,128,5,128,4096,200.0,os,run_8b7fa7d353ee,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,23650.0,22319.0,0.0,236500.0,0.0,2560000,2887200.0,2694400.0,0.0700076168287109,0.78125,0.0700044802867382,0.004608,512000.0,14436000.0,269440000.0,284388000.0,0.284388
720p,1280,720,128,128,5,128,4096,200.0,os,run_8b7fa7d353ee,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21602.0,21039.0,0.0,216020.0,0.0,1843200,1345600.0,1138800.0,0.0534721231997718,1.5625,0.0534695817490493,0.004608,368640.0,6728000.0,113880000.0,120976640.0,0.12097664
720p,1280,720,128,128,3,16,256,200.0,ws,run_8b849801081d,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,10631.0,10285.0,0.0,106310.0,0.0,921600,1024090.0,1284400.0,3.5002430724355857,3.515625,3.494806329482574,0.09720000000000001,184320.0,5120450.0,128440000.0,133744770.0,0.13374477
720p,1280,720,128,128,3,16,256,200.0,ws,run_8b849801081d,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10682.0,10285.0,0.0,106820.0,0.0,1843200,1126580.0,1386800.0,7.0004861448711715,7.03125,6.989612658965148,0.09720000000000001,368640.0,5632900.0,138680000.0,144681540.0,0.14468154
720p,1280,720,128,128,5,32,1024,200.0,os,run_8ba8205058ee,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,2290250.0,0.0,20480000,23577600.0,24479200.0,0.8980086657836248,3.125,0.8979885057471252,0.0387,4096000.0,117888000.0,2447920000.0,2569904000.0,2.569904
720p,1280,720,128,128,5,32,1024,200.0,os,run_8ba8205058ee,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,1862600.0,0.0,14745600,11110400.0,9038400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,2949120.0,55552000.0,903840000.0,962341120.0,0.96234112
1080p,1920,1080,128,128,5,32,1024,200.0,os,run_8ba8205058ee,7afe7440ad61,2c45e6beb605,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,5496600.0,0.0,49152000,56586240.0,58750080.0,0.8980086657836248,3.125,0.8979885057471252,0.087075,9830400.0,282931200.0,5875008000.0,6167769600.0,6.1677696
1080p,1920,1080,128,128,5,32,1024,200.0,os,run_8ba8205058ee,7afe7440ad61,2c45e6beb605,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,4470240.0,0.0,35389440,26664960.0,21692160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,7077888.0,133324800.0,2169216000.0,2309618688.0,2.309618688
hires,2048,2048,128,128,5,32,1024,200.0,os,run_8ba8205058ee,a2f10c231836,2c45e6beb605,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,11726080.0,0.0,104857600,120717312.0,125333504.0,0.8980086657836248,3.125,0.8979885057471252,0.176128,20971520.0,603586560.0,12533350400.0,13157908480.0,13.15790848
hires,2048,2048,128,128,5,32,1024,200.0,os,run_8ba8205058ee,a2f10c231836,2c45e6beb605,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,9536512.0,0.0,75497472,56885248.0,46276608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,15099494.4,284426240.0,4627660800.0,4927186534.4,4.9271865344
1080p,1920,1080,128,128,7,8,1024,800.0,ws,run_8bee9677c6dc,9b9991cd6b9f,8bee9677c6dc,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,50687.0,50329.0,0.0,760305.0,0.0,5268480,6021855.0,7868640.0,10.904250034771206,10.9375,10.893427817146032,2.1708000000000003,1053696.0,30109275.0,786864000.0,818026971.0,0.818026971
1080p,1920,1080,128,128,7,8,1024,800.0,ws,run_8bee9677c6dc,9b9991cd6b9f,8bee9677c6dc,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14558.0,14379.0,0.0,218370.0,0.0,1935360,1398030.0,2170080.0,14.0204464844565,14.0625,14.005835764902042,2.1708000000000003,387072.0,6990150.0,217008000.0,224385222.0,0.224385222
720p,1280,720,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,34788.0,32955.0,0.0,1739400.0,0.0,40140800,41781650.0,42948400.0,2.3790016689424975,2.392578125,2.3744624144406083,0.0603,8028160.0,208908250.0,4294840000.0,4511776410.0,4.51177641
720p,1280,720,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18310.0,16477.0,0.0,915500.0,0.0,14745600,9012100.0,10488400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.0603,2949120.0,45060500.0,1048840000.0,1096849620.0,1.09684962
1080p,1920,1080,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,f778231d33d2,933719adfa88,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,34788.0,32955.0,0.0,4174560.0,0.0,96337920,100275960.0,103076160.0,2.3790016689424975,2.392578125,2.3744624144406083,0.13567500000000002,19267584.0,501379800.0,10307616000.0,10828263384.0,10.828263384
1080p,1920,1080,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,f778231d33d2,933719adfa88,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18310.0,16477.0,0.0,2197200.0,0.0,35389440,21629040.0,25172160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.13567500000000002,7077888.0,108145200.0,2517216000.0,2632439088.0,2.632439088
hires,2048,2048,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,b47a0cf120a6,933719adfa88,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,34788.0,32955.0,0.0,8905728.0,0.0,205520896,213922048.0,219895808.0,2.3790016689424975,2.392578125,2.3744624144406083,0.274432,41104179.2,1069610240.0,21989580800.0,23100295219.2,23.1002952192
hires,2048,2048,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,b47a0cf120a6,933719adfa88,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18310.0,16477.0,0.0,4687360.0,0.0,75497472,46141952.0,53700608.0,1.7478909995751657,1.7578125,1.7445029983645284,0.274432,15099494.4,230709760.0,5370060800.0,5615870054.4,5.615870054399999
720p,1280,720,128,128,3,32,1024,200.0,ws,run_8c775e59dd1a,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,11565.0,10333.0,0.0,115650.0,0.0,921600,1024090.0,2468400.0,0.8709958385754379,0.87890625,0.8683068017366137,0.024300000000000002,184320.0,5120450.0,246840000.0,252144770.0,0.25214477
720p,1280,720,128,128,3,32,1024,200.0,ws,run_8c775e59dd1a,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11616.0,10333.0,0.0,116160.0,0.0,1843200,1126580.0,2570800.0,1.741991677150876,1.7578125,1.7366136034732274,0.024300000000000002,368640.0,5632900.0,257080000.0,263081540.0,0.26308154
1080p,1920,1080,128,128,5,8,256,50.0,ws,run_8ca76ac5050d,7e050877b4eb,8ca76ac5050d,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,30510.0,28759.0,0.0,457650.0,0.0,2688000,3118455.0,3967080.0,9.736082617615356,9.765625,9.72627483673753,1.3932,537600.0,15592275.0,396708000.0,412837875.0,0.412837875
1080p,1920,1080,128,128,5,8,256,50.0,ws,run_8ca76ac5050d,7e050877b4eb,8ca76ac5050d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16130.0,14379.0,0.0,241950.0,0.0,1935360,1398030.0,2198580.0,14.0204464844565,14.0625,14.005835764902042,1.3932,387072.0,6990150.0,219858000.0,227235222.0,0.227235222
720p,1280,720,128,128,7,8,256,800.0,os,run_8d08c694a989,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,129117.0,129023.0,0.0,6455850.0,0.0,40140800,47616000.0,83739200.0,9.722297574850996,12.5,9.722222222222628,0.9648,8028160.0,238080000.0,8373920000.0,8620028160.0,8.62002816
720p,1280,720,128,128,7,8,256,800.0,os,run_8d08c694a989,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47217.0,47103.0,0.0,2360850.0,0.0,14745600,12492800.0,25358400.0,9.782816381122222,25.0,9.782608695652344,0.9648,2949120.0,62464000.0,2535840000.0,2601253120.0,2.60125312
1080p,1920,1080,128,128,7,8,256,800.0,os,run_8d08c694a989,2e4426c237f1,78cd5ad23422,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,129117.0,129023.0,0.0,15494040.0,0.0,96337920,114278400.0,200974080.0,9.722297574850996,12.5,9.722222222222628,2.1708000000000003,19267584.0,571392000.0,20097408000.0,20688067584.0,20.688067584
1080p,1920,1080,128,128,7,8,256,800.0,os,run_8d08c694a989,2e4426c237f1,78cd5ad23422,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47217.0,47103.0,0.0,5666040.0,0.0,35389440,29982720.0,60860160.0,9.782816381122222,25.0,9.782608695652344,2.1708000000000003,7077888.0,149913600.0,6086016000.0,6243007488.0,6.243007488
hires,2048,2048,128,128,7,8,256,800.0,os,run_8d08c694a989,ca75197b7787,78cd5ad23422,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,129117.0,129023.0,0.0,33053952.0,0.0,205520896,243793920.0,428744704.0,9.722297574850996,12.5,9.722222222222628,4.390912,41104179.2,1218969600.0,42874470400.0,44134544179.2,44.1345441792
hires,2048,2048,128,128,7,8,256,800.0,os,run_8d08c694a989,ca75197b7787,78cd5ad23422,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47217.0,47103.0,0.0,12087552.0,0.0,75497472,63963136.0,129835008.0,9.782816381122222,25.0,9.782608695652344,4.390912,15099494.4,319815680.0,12983500800.0,13318415974.4,13.318415974399999
720p,1280,720,128,128,5,16,256,200.0,os,run_8d17eae9e77b,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,35545.0,35199.0,0.0,355450.0,0.0,2560000,3027200.0,13086400.0,2.840989800846615,6.25,2.8409090909091117,0.1548,512000.0,15136000.0,1308640000.0,1324288000.0,1.324288
720p,1280,720,128,128,5,16,256,200.0,os,run_8d17eae9e77b,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25356.0,24959.0,0.0,253560.0,0.0,1843200,1446400.0,1386800.0,2.8847309587723866,12.5,2.8846153846153593,0.1548,368640.0,7232000.0,138680000.0,146280640.0,0.14628064
1080p,1920,1080,128,128,3,8,1024,800.0,os,run_8d85f613164a,d7ec7821ee41,8d85f613164a,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,20696.0,20607.0,0.0,310440.0,0.0,967680,1411200.0,1091520.0,4.891541709127966,12.5,4.891304347826053,0.8748,193536.0,7056000.0,109152000.0,116401536.0,0.116401536
1080p,1920,1080,128,128,3,8,1024,800.0,os,run_8d85f613164a,d7ec7821ee41,8d85f613164a,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,20705.0,20607.0,0.0,310575.0,0.0,1935360,1639680.0,1199040.0,9.783083418255933,25.0,9.782608695652106,0.8748,387072.0,8198400.0,119904000.0,128489472.0,0.128489472
720p,1280,720,128,128,3,64,4096,50.0,os,run_8d901401f7b7,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,23647.0,21599.0,0.0,236470.0,0.0,921600,1243200.0,1030400.0,0.1041714894208065,1.5625,0.1041666666666664,0.018432,184320.0,6216000.0,103040000.0,109440320.0,0.10944032
720p,1280,720,128,128,3,64,4096,50.0,os,run_8d901401f7b7,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23852.0,21599.0,0.0,238520.0,0.0,1843200,1360000.0,1132800.0,0.208342978841613,3.125,0.2083333333333329,0.018432,368640.0,6800000.0,113280000.0,120448640.0,0.12044864
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_8d9d2d57561b,c5734f8fa776,8d9d2d57561b,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,8765.0,7549.0,0.0,131475.0,0.0,13009920,13119255.0,14513520.0,0.7012518214333024,0.738525390625,0.6895597238504624,0.0175921875,2601984.0,65596275.0,1451352000.0,1519550259.0,1.519550259
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_8d9d2d57561b,c5734f8fa776,8d9d2d57561b,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8801.0,7549.0,0.0,132015.0,0.0,1935360,1182990.0,3776040.0,0.104318452775202,0.10986328125,0.1025791324736225,0.0175921875,387072.0,5914950.0,377604000.0,383906022.0,0.383906022
1080p,1920,1080,128,128,3,128,1024,200.0,os,run_8e37cb4471d4,feec4b45ebfa,8e37cb4471d4,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,15085.0,14727.0,0.0,226275.0,0.0,967680,1297800.0,1094520.0,0.0267366062334487,0.78125,0.0267347908745246,0.010368,193536.0,6489000.0,109452000.0,116134536.0,0.116134536
1080p,1920,1080,128,128,3,128,1024,200.0,os,run_8e37cb4471d4,feec4b45ebfa,8e37cb4471d4,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15121.0,14727.0,0.0,226815.0,0.0,1935360,1412880.0,1202040.0,0.0534732124668975,1.5625,0.0534695817490493,0.010368,387072.0,7064400.0,120204000.0,127655472.0,0.127655472
720p,1280,720,128,128,7,32,256,50.0,os,run_8e66a797489c,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,308264.0,306759.0,249928.0,15413200.0,12496400.0,40140800,43852800.0,766599200.0,0.2555752235468234,3.125,1.3795045045045031,0.0603,8028160.0,219264000.0,76659920000.0,76887212160.0,76.88721216
720p,1280,720,128,128,7,32,256,50.0,os,run_8e66a797489c,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,1909200.0,0.0,14745600,11110400.0,39938400.0,0.7922753156721961,6.25,0.7922535211267545,0.0603,2949120.0,55552000.0,3993840000.0,4052341120.0,4.05234112
1080p,1920,1080,128,128,7,32,256,50.0,os,run_8e66a797489c,f66d537cd340,199891488020,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,308264.0,306759.0,249928.0,36991680.0,29991360.0,96337920,105246720.0,1839838080.0,0.2555752235468234,3.125,1.3795045045045031,0.13567500000000002,19267584.0,526233600.0,183983808000.0,184529309184.0,184.529309184
1080p,1920,1080,128,128,7,32,256,50.0,os,run_8e66a797489c,f66d537cd340,199891488020,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,4582080.0,0.0,35389440,26664960.0,95852160.0,0.7922753156721961,6.25,0.7922535211267545,0.13567500000000002,7077888.0,133324800.0,9585216000.0,9725618688.0,9.725618688
hires,2048,2048,128,128,7,32,256,50.0,os,run_8e66a797489c,51da58ded40a,199891488020,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,308264.0,306759.0,249928.0,78915584.0,63981568.0,205520896,224526336.0,3924987904.0,0.2555752235468234,3.125,1.3795045045045031,0.274432,41104179.2,1122631680.0,392498790400.0,393662526259.2,393.66252625920004
hires,2048,2048,128,128,7,32,256,50.0,os,run_8e66a797489c,51da58ded40a,199891488020,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,9775104.0,0.0,75497472,56885248.0,204484608.0,0.7922753156721961,6.25,0.7922535211267545,0.274432,15099494.4,284426240.0,20448460800.0,20747986534.4,20.747986534400003
720p,1280,720,128,128,7,32,4096,800.0,ws,run_8f0ddd2e3f58,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,21512.0,20667.0,0.0,215120.0,0.0,5017600,5222890.0,6780800.0,2.3709295011370783,2.392578125,2.3637240713941146,0.0603,1003520.0,26114450.0,678080000.0,705197970.0,0.70519797
720p,1280,720,128,128,7,32,4096,800.0,ws,run_8f0ddd2e3f58,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10768.0,10333.0,0.0,107680.0,0.0,1843200,1126580.0,3492800.0,1.741991677150876,1.7578125,1.7366136034732274,0.0603,368640.0,5632900.0,349280000.0,355281540.0,0.35528154
1080p,1920,1080,128,128,3,128,256,200.0,os,run_8f12e719f578,1a49537c2d5f,8f12e719f578,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,15057.0,14727.0,0.0,225855.0,0.0,967680,1297800.0,1895520.0,0.0267366062334487,0.78125,0.0267347908745246,0.010368,193536.0,6489000.0,189552000.0,196234536.0,0.196234536
1080p,1920,1080,128,128,3,128,256,200.0,os,run_8f12e719f578,1a49537c2d5f,8f12e719f578,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15093.0,14727.0,0.0,226395.0,0.0,1935360,1412880.0,2003040.0,0.0534732124668975,1.5625,0.0534695817490493,0.010368,387072.0,7064400.0,200304000.0,207755472.0,0.207755472
1080p,1920,1080,128,128,3,32,1024,50.0,ws,run_8f2b6f8f4273,355624cfa592,8f2b6f8f4273,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,11992.0,7261.0,0.0,179880.0,0.0,967680,1075335.0,3553020.0,0.867649084148189,0.87890625,0.8638420403126285,0.054675,193536.0,5376675.0,355302000.0,360872211.0,0.360872211
1080p,1920,1080,128,128,3,32,1024,50.0,ws,run_8f2b6f8f4273,355624cfa592,8f2b6f8f4273,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12135.0,7261.0,0.0,182025.0,0.0,1935360,1182990.0,3660540.0,1.735298168296378,1.7578125,1.727684080625257,0.054675,387072.0,5914950.0,366054000.0,372356022.0,0.372356022
720p,1280,720,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17773.0,16573.0,0.0,888650.0,0.0,7372800,8192450.0,48059200.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.0060750000000000005,1474560.0,40962250.0,4805920000.0,4848356810.0,4.84835681
720p,1280,720,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17793.0,16573.0,0.0,889650.0,0.0,14745600,9012100.0,48878400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.0060750000000000005,2949120.0,45060500.0,4887840000.0,4935849620.0,4.93584962
1080p,1920,1080,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,4bc2fe558eb5,2cdf310b4f25,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17773.0,16573.0,0.0,2132760.0,0.0,17694720,19661880.0,115342080.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.01366875,3538944.0,98309400.0,11534208000.0,11636056344.0,11.636056344
1080p,1920,1080,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,4bc2fe558eb5,2cdf310b4f25,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17793.0,16573.0,0.0,2135160.0,0.0,35389440,21629040.0,117308160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.01366875,7077888.0,108145200.0,11730816000.0,11846039088.0,11.846039088
hires,2048,2048,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,3a27bc26ba2e,2cdf310b4f25,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17773.0,16573.0,0.0,4549888.0,0.0,37748736,41945344.0,246063104.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.027648,7549747.2,209726720.0,24606310400.0,24823586867.2,24.8235868672
hires,2048,2048,128,128,3,64,4096,800.0,ws,run_8f3d451950d1,3a27bc26ba2e,2cdf310b4f25,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17793.0,16573.0,0.0,4555008.0,0.0,75497472,46141952.0,250257408.0,0.4344415615760574,0.439453125,0.4327703311895173,0.027648,15099494.4,230709760.0,25025740800.0,25271550054.4,25.271550054400002
