resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,7,16,1024,800.0,ws,run_02d4589e849d,40ca93a9c822,02d4589e849d,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,29186.0,28855.0,0.0,437790.0,0.0,5268480,5699295.0,5268480.0,735.0,430080.0,7546080.0,7104000.0,12000.0,430080.0,4.754808525385548,4.78515625,4.744777977590261,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,3675.0,2150400.0,28496475.0,1136640000.0,1920000.0,68812800.0,1207372800.0,1237081025.4,1.2370810254000002
1080p,1920,1080,128,128,7,16,1024,800.0,ws,run_02d4589e849d,40ca93a9c822,02d4589e849d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7374.0,7213.0,0.0,110610.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,1955040.0,1728000.0,12000.0,215040.0,6.987383890198253,7.03125,6.971918660948956,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,276480000.0,1920000.0,34406400.0,312806400.0,319166482.8,0.3191664828
1080p,1920,1080,128,128,7,32,1024,200.0,os,run_0385df4df315,3055cf527996,0385df4df315,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,26079.0,24863.0,0.0,391185.0,0.0,5268480,5755680.0,5268480.0,164640.0,322560.0,7217520.0,7086000.0,24000.0,107520.0,1.379559988738286,3.125,1.3795045045045031,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,823200.0,1612800.0,28778400.0,1133760000.0,3840000.0,17203200.0,1154803200.0,1184793350.4,1.1847933504000001
1080p,1920,1080,128,128,7,32,1024,200.0,os,run_0385df4df315,3055cf527996,0385df4df315,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16297.0,15903.0,0.0,244455.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1190040.0,969000.0,6000.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,302400.0,2150400.0,7291200.0,155040000.0,960000.0,34406400.0,190406400.0,198142732.8,0.1981427328
720p,1280,720,128,128,7,64,4096,50.0,os,run_03acdc55e091,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,38239.0,27999.0,0.0,382390.0,0.0,5017600,5403200.0,5017600.0,78400.0,307200.0,5151900.0,5018000.0,31500.0,102400.0,0.4375156255580556,1.5625,0.437500000000001,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,392000.0,1536000.0,27016000.0,802880000.0,5040000.0,16384000.0,824304000.0,852474048.0,0.852474048
720p,1280,720,128,128,7,64,4096,50.0,os,run_03acdc55e091,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23852.0,21599.0,0.0,238520.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1132800.0,922000.0,6000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,147520000.0,960000.0,32768000.0,181248000.0,188471936.0,0.188471936
720p,1280,720,128,128,11,32,256,200.0,os,run_03b20345b039,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,58905.0,58559.0,0.0,589050.0,0.0,12390400,13084800.0,12390400.0,387200.0,307200.0,87462400.0,87320000.0,40000.0,102400.0,2.0662921156440515,3.125,2.0662568306010884,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,1936000.0,1536000.0,65424000.0,13971200000.0,6400000.0,16384000.0,13993984000.0,14062257792.0,14.062257792
720p,1280,720,128,128,11,32,256,200.0,os,run_03b20345b039,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23116.0,22719.0,0.0,231160.0,0.0,1843200,1388800.0,921600.0,57600.0,409600.0,1388800.0,1180000.0,4000.0,204800.0,0.7922883929750429,6.25,0.7922535211267554,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,288000.0,2048000.0,6944000.0,188800000.0,640000.0,32768000.0,222208000.0,229575936.0,0.229575936
1080p,1920,1080,128,128,3,16,256,800.0,os,run_03d64de4c1ee,fbfa63750d42,03d64de4c1ee,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,17553.0,17471.0,0.0,263295.0,0.0,967680,1350720.0,967680.0,60480.0,322560.0,1895520.0,1776000.0,12000.0,107520.0,1.4423902466945224,6.25,1.442307692307686,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,222566.40000000002,4838400.0,302400.0,1612800.0,6753600.0,284160000.0,1920000.0,17203200.0,303283200.0,310259366.4,0.31025936639999996
1080p,1920,1080,128,128,3,16,256,800.0,os,run_03d64de4c1ee,fbfa63750d42,03d64de4c1ee,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17562.0,17471.0,0.0,263430.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,2003040.0,1776000.0,12000.0,215040.0,2.884780493389045,12.5,2.884615384615372,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,284160000.0,1920000.0,34406400.0,320486400.0,328525132.8,0.3285251328
720p,1280,720,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,35773.0,16573.0,0.0,1788650.0,0.0,20480000,21300450.0,20480000.0,1250.0,819200.0,48081700.0,47182500.0,80000.0,819200.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4710400.0,102400000.0,6250.0,4096000.0,106502250.0,7549200000.0,12800000.0,131072000.0,7693072000.0,7804284650.0,7.80428465
720p,1280,720,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36101.0,16573.0,0.0,1805050.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,48850900.0,47182500.0,30000.0,1638400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,7549200000.0,4800000.0,262144000.0,7816144000.0,7864595988.0,7.864595988
1080p,1920,1080,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,0be619527299,70856db78b1f,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,35773.0,16573.0,0.0,4292760.0,0.0,49152000,51121080.0,49152000.0,3000.0,1966080.0,115396080.0,113238000.0,192000.0,1966080.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11304960.0,245760000.0,15000.0,9830400.0,255605400.0,18118080000.0,30720000.0,314572800.0,18463372800.0,18730283160.0,18.73028316
1080p,1920,1080,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,0be619527299,70856db78b1f,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36101.0,16573.0,0.0,4332120.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,117242160.0,113238000.0,72000.0,3932160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,18118080000.0,11520000.0,629145600.0,18758745600.0,18875030371.2,18.8750303712
hires,2048,2048,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,2d7710924d93,70856db78b1f,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,35773.0,16573.0,0.0,9157888.0,0.0,104857600,109058304.0,104857600.0,6400.0,4194304.0,246178304.0,241574400.0,409600.0,4194304.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.08388608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,24117248.0,524288000.0,32000.0,20971520.0,545291520.0,38651904000.0,65536000.0,671088640.0,39388528640.0,39957937408.0,39.957937408
hires,2048,2048,128,128,5,64,4096,50.0,ws,run_0432a7a3ff92,2d7710924d93,70856db78b1f,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36101.0,16573.0,0.0,9241856.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,250116608.0,241574400.0,153600.0,8388608.0,0.4344415615760574,0.439453125,0.4327703311895173,0.08388608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,38651904000.0,24576000.0,1342177280.0,40018657280.0,40266731458.56,40.266731458559995
1080p,1920,1080,128,128,5,16,1024,50.0,os,run_04610d81d43e,b9c4d46d03d9,04610d81d43e,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,28366.0,24639.0,0.0,425490.0,0.0,2688000,3178560.0,2688000.0,168000.0,322560.0,2801520.0,2688000.0,6000.0,107520.0,2.8410243922237104,6.25,2.8409090909091166,0.3483,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,840000.0,1612800.0,15892800.0,430080000.0,960000.0,17203200.0,448243200.0,464754240.0,0.46475424
1080p,1920,1080,128,128,5,16,1024,50.0,os,run_04610d81d43e,b9c4d46d03d9,04610d81d43e,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,19048.0,17471.0,0.0,285720.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,1185540.0,968250.0,2250.0,215040.0,2.884780493389045,12.5,2.884615384615372,0.3483,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,154920000.0,360000.0,34406400.0,189686400.0,197725132.8,0.1977251328
720p,1280,720,128,128,7,16,1024,200.0,os,run_0542f0a5c9c7,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,51791.0,50559.0,0.0,517910.0,0.0,5017600,5638400.0,5017600.0,313600.0,307200.0,16644400.0,16534000.0,8000.0,102400.0,3.876658952906505,6.25,3.876582278481045,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,1568000.0,1536000.0,28192000.0,2645440000.0,1280000.0,16384000.0,2663104000.0,2692450048.0,2.692450048
720p,1280,720,128,128,7,16,1024,200.0,os,run_0542f0a5c9c7,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25522.0,24959.0,0.0,255220.0,0.0,1843200,1446400.0,921600.0,115200.0,409600.0,1128800.0,922000.0,2000.0,204800.0,2.8847309587723866,12.5,2.8846153846153593,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,576000.0,2048000.0,7232000.0,147520000.0,320000.0,32768000.0,180608000.0,188263936.0,0.188263936
720p,1280,720,128,128,11,16,4096,50.0,ws,run_0581c33fcb80,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,102798.0,82287.0,0.0,1027980.0,0.0,12390400,13210810.0,12390400.0,1210.0,819200.0,19711700.0,18873000.0,19500.0,819200.0,5.8818525404985,5.908203125,5.8732161926026585,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,4096000.0,66054050.0,3019680000.0,3120000.0,131072000.0,3153872000.0,3222775842.0,3.222775842
720p,1280,720,128,128,11,16,4096,50.0,ws,run_0581c33fcb80,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,13971.0,10285.0,0.0,139710.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1844800.0,1638500.0,1500.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,262160000.0,240000.0,32768000.0,295168000.0,301224836.0,0.301224836
720p,1280,720,128,128,7,64,256,200.0,os,run_05cbcfc55440,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,149732.0,149356.0,104557.0,7486600.0,5227850.0,40140800,43225600.0,40140800.0,627200.0,2457600.0,1490729200.0,1489750000.0,160000.0,819200.0,0.1312300811483971,1.5625,0.4375000000000013,0.015075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9232384.0,200704000.0,3136000.0,12288000.0,216128000.0,238360000000.0,25600000.0,131072000.0,238516672000.0,238742032384.0,238.742032384
720p,1280,720,128,128,7,64,256,200.0,os,run_05cbcfc55440,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,35017.0,34559.0,0.0,1750850.0,0.0,14745600,10880000.0,7372800.0,230400.0,3276800.0,40018400.0,38350000.0,30000.0,1638400.0,0.2083393616713446,3.125,0.2083333333333328,0.015075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,1152000.0,16384000.0,54400000.0,6136000000.0,4800000.0,262144000.0,6402944000.0,6460735488.0,6.460735488
1080p,1920,1080,128,128,7,64,256,200.0,os,run_05cbcfc55440,f7e01d99bf05,81d551666a14,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,149732.0,149356.0,104557.0,17967840.0,12546840.0,96337920,103741440.0,96337920.0,1505280.0,5898240.0,3577750080.0,3575400000.0,384000.0,1966080.0,0.1312300811483971,1.5625,0.4375000000000013,0.033918750000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22157721.6,481689600.0,7526400.0,29491200.0,518707200.0,572064000000.0,61440000.0,314572800.0,572440012800.0,572980877721.6,572.9808777216
1080p,1920,1080,128,128,7,64,256,200.0,os,run_05cbcfc55440,f7e01d99bf05,81d551666a14,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,35017.0,34559.0,0.0,4202040.0,0.0,35389440,26112000.0,17694720.0,552960.0,7864320.0,96044160.0,92040000.0,72000.0,3932160.0,0.2083393616713446,3.125,0.2083333333333328,0.033918750000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,2764800.0,39321600.0,130560000.0,14726400000.0,11520000.0,629145600.0,15367065600.0,15505765171.2,15.5057651712
hires,2048,2048,128,128,7,64,256,200.0,os,run_05cbcfc55440,36cabd859b34,81d551666a14,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,149732.0,149356.0,104557.0,38331392.0,26766592.0,205520896,221315072.0,205520896.0,3211264.0,12582912.0,7632533504.0,7627520000.0,819200.0,4194304.0,0.1312300811483971,1.5625,0.4375000000000013,0.068608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,47269806.080000006,1027604480.0,16056320.0,62914560.0,1106575360.0,1220403200000.0,131072000.0,671088640.0,1221205360640.0,1222359205806.08,1222.3592058060801
hires,2048,2048,128,128,7,64,256,200.0,os,run_05cbcfc55440,36cabd859b34,81d551666a14,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,35017.0,34559.0,0.0,8964352.0,0.0,75497472,55705600.0,37748736.0,1179648.0,16777216.0,204894208.0,196352000.0,153600.0,8388608.0,0.2083393616713446,3.125,0.2083333333333328,0.068608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,5898240.0,83886080.0,278528000.0,31416320000.0,24576000.0,1342177280.0,32783073280.0,33078965698.56,33.078965698560005
720p,1280,720,128,128,11,128,1024,200.0,ws,run_0629fa33c176,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,901350.0,0.0,99123200,99948450.0,99123200.0,6050.0,819200.0,107889200.0,106290000.0,780000.0,819200.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.007818750000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22798336.0,495616000.0,30250.0,4096000.0,499742250.0,17006400000.0,124800000.0,131072000.0,17262272000.0,17784812586.0,17.784812586
720p,1280,720,128,128,11,128,1024,200.0,ws,run_0629fa33c176,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,905450.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,13508400.0,11810000.0,60000.0,1638400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.007818750000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,1889600000.0,9600000.0,262144000.0,2161344000.0,2209795988.0,2.209795988
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_0629fa33c176,acb47799144a,73a1103f6054,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,2163240.0,0.0,237895680,239876280.0,237895680.0,14520.0,1966080.0,258934080.0,255096000.0,1872000.0,1966080.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.0175921875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,54716006.400000006,1189478400.0,72600.0,9830400.0,1199381400.0,40815360000.0,299520000.0,314572800.0,41429452800.0,42683550206.4,42.6835502064
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_0629fa33c176,acb47799144a,73a1103f6054,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,2173080.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,32420160.0,28344000.0,144000.0,3932160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.0175921875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,4535040000.0,23040000.0,629145600.0,5187225600.0,5303510371.2,5.3035103712
hires,2048,2048,128,128,11,128,1024,200.0,ws,run_0629fa33c176,0586d2d487e4,73a1103f6054,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,4614912.0,0.0,507510784,511736064.0,507510784.0,30976.0,4194304.0,552392704.0,544204800.0,3993600.0,4194304.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.035584,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,116727480.32000001,2537553920.0,154880.0,20971520.0,2558680320.0,87072768000.0,638976000.0,671088640.0,88382832640.0,91058240440.32,91.05824044032
hires,2048,2048,128,128,11,128,1024,200.0,ws,run_0629fa33c176,0586d2d487e4,73a1103f6054,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,4635904.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,69163008.0,60467200.0,307200.0,8388608.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.035584,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,9674752000.0,49152000.0,1342177280.0,11066081280.0,11314155458.56,11.31415545856
720p,1280,720,128,128,5,32,256,50.0,os,run_069c6396516b,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,61614600.0,59312200.0,20480000,23577600.0,20480000.0,640000.0,2457600.0,3075439200.0,3074580000.0,40000.0,819200.0,0.0324995307880242,3.125,0.8979885057471252,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4710400.0,102400000.0,3200000.0,12288000.0,117888000.0,491932800000.0,6400000.0,131072000.0,492070272000.0,492192870400.0,492.1928704
720p,1280,720,128,128,5,32,256,50.0,os,run_069c6396516b,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,1909200.0,0.0,14745600,11110400.0,7372800.0,460800.0,3276800.0,39938400.0,38285000.0,15000.0,1638400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,2304000.0,16384000.0,55552000.0,6125600000.0,2400000.0,262144000.0,6390144000.0,6449087488.0,6.449087488
1080p,1920,1080,128,128,5,32,256,50.0,os,run_069c6396516b,9f4eb923f506,45d9bb67a909,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,147875040.0,142349280.0,49152000,56586240.0,49152000.0,1536000.0,5898240.0,7381054080.0,7378992000.0,96000.0,1966080.0,0.0324995307880242,3.125,0.8979885057471252,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11304960.0,245760000.0,7680000.0,29491200.0,282931200.0,1180638720000.0,15360000.0,314572800.0,1180968652800.0,1181262888960.0,1181.26288896
1080p,1920,1080,128,128,5,32,256,50.0,os,run_069c6396516b,9f4eb923f506,45d9bb67a909,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,4582080.0,0.0,35389440,26664960.0,17694720.0,1105920.0,7864320.0,95852160.0,91884000.0,36000.0,3932160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,5529600.0,39321600.0,133324800.0,14701440000.0,5760000.0,629145600.0,15336345600.0,15477809971.2,15.477809971200001
hires,2048,2048,128,128,5,32,256,50.0,os,run_069c6396516b,9ddf41f064af,45d9bb67a909,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,315466752.0,303678464.0,104857600,120717312.0,104857600.0,3276800.0,12582912.0,15746248704.0,15741849600.0,204800.0,4194304.0,0.0324995307880242,3.125,0.8979885057471252,0.176128,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,24117248.0,524288000.0,16384000.0,62914560.0,603586560.0,2518695936000.0,32768000.0,671088640.0,2519399792640.0,2520027496448.0,2520.027496448
hires,2048,2048,128,128,5,32,256,50.0,os,run_069c6396516b,9ddf41f064af,45d9bb67a909,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,9775104.0,0.0,75497472,56885248.0,37748736.0,2359296.0,16777216.0,204484608.0,196019200.0,76800.0,8388608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,11796480.0,83886080.0,284426240.0,31363072000.0,12288000.0,1342177280.0,32717537280.0,33019327938.56,33.019327938560004
720p,1280,720,128,128,11,8,4096,200.0,os,run_06ad22cb36e7,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,177569.0,172799.0,0.0,1775690.0,0.0,12390400,14246400.0,12390400.0,1548800.0,307200.0,18988400.0,18876000.0,10000.0,102400.0,11.203768540327202,12.5,11.2037037037037,2.0016000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,7744000.0,1536000.0,71232000.0,3020160000.0,1600000.0,16384000.0,3038144000.0,3112225792.0,3.112225792
720p,1280,720,128,128,11,8,4096,200.0,os,run_06ad22cb36e7,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,30002.0,29439.0,0.0,300020.0,0.0,1843200,1561600.0,921600.0,230400.0,409600.0,1128800.0,922000.0,2000.0,204800.0,9.782940996637114,25.0,9.78260869565196,2.0016000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,1152000.0,2048000.0,7808000.0,147520000.0,320000.0,32768000.0,180608000.0,188839936.0,0.188839936
720p,1280,720,128,128,5,16,4096,800.0,os,run_06b0f50422b2,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,35531.0,35199.0,0.0,355310.0,0.0,2560000,3027200.0,2560000.0,160000.0,307200.0,2670400.0,2560000.0,8000.0,102400.0,2.840989800846615,6.25,2.8409090909091117,0.1548,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,800000.0,1536000.0,15136000.0,409600000.0,1280000.0,16384000.0,427264000.0,442988800.0,0.4429888
720p,1280,720,128,128,5,16,4096,800.0,os,run_06b0f50422b2,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25100.0,24959.0,0.0,251000.0,0.0,1843200,1446400.0,921600.0,115200.0,409600.0,1140800.0,928000.0,8000.0,204800.0,2.8847309587723866,12.5,2.8846153846153593,0.1548,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,576000.0,2048000.0,7232000.0,148480000.0,1280000.0,32768000.0,182528000.0,190183936.0,0.190183936
1080p,1920,1080,128,128,5,16,256,800.0,os,run_071b9e6159f5,d55337a6717b,071b9e6159f5,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,24721.0,24639.0,0.0,370815.0,0.0,2688000,3178560.0,2688000.0,168000.0,322560.0,8999520.0,8880000.0,12000.0,107520.0,2.8410243922237104,6.25,2.8409090909091166,0.3483,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,840000.0,1612800.0,15892800.0,1420800000.0,1920000.0,17203200.0,1439923200.0,1456434240.0,1.45643424
1080p,1920,1080,128,128,5,16,256,800.0,os,run_071b9e6159f5,d55337a6717b,071b9e6159f5,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17562.0,17471.0,0.0,263430.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,2003040.0,1776000.0,12000.0,215040.0,2.884780493389045,12.5,2.884615384615372,0.3483,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,284160000.0,1920000.0,34406400.0,320486400.0,328525132.8,0.3285251328
